"","onDate","barOpen","barHigh","barLow","barClose","symbols","direction","justOpened","id","openFlag","openDate","openPrice","openQty","openReason","openCase","closeFlag","closeDate","closePrice","closeQty","closeReason","slpPrice","trailPrice","trailSlpPrice","trailTrigFlag","pbPrice","pbQty","pbCount","barCount"
"115",2016-09-07,262.9,270.3,260.4,266.8,"SBIN","LONG",TRUE,11,TRUE,2016-08-12,243.3,3000,"Case#1","Case#1",FALSE,2016-08-19,258.3,0,"None",234.3,267.3,246.3,TRUE,273.3,0,0,16
"116",2016-09-08,268,271.6,266.9,268.35,"SBIN","LONG",TRUE,11,TRUE,2016-08-12,243.3,3000,"Case#1","Case#1",FALSE,2016-08-19,258.3,0,"None",234.3,273.3,252.3,TRUE,273.3,0,0,17
"117",2016-09-09,268.4,268.4,263.35,264.1,"SBIN","LONG",TRUE,11,TRUE,2016-08-12,243.3,3000,"Case#1","Case#1",FALSE,2016-08-19,258.3,0,"None",234.3,273.3,252.3,TRUE,273.3,0,0,18
"118",2016-09-12,257.5,258.75,251.8,252.75,"SBIN","LONG",TRUE,11,TRUE,2016-08-12,243.3,3000,"Case#1","Case#1",TRUE,2016-09-12,252.3,3000,"TrailingSLP hit",234.3,273.3,252.3,TRUE,273.3,0,0,19
"119",2016-09-14,255,258,253,257.55,"SBIN","LONG",TRUE,12,TRUE,2016-09-12,252.75,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",243.75,270.75,249.75,TRUE,267.75,0,0,1
"120",2016-09-15,258.35,258.35,254.2,256,"SBIN","LONG",TRUE,12,TRUE,2016-09-12,252.75,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",243.75,270.75,249.75,TRUE,267.75,0,0,2
"121",2016-09-16,257.95,262,253.4,254.3,"SBIN","LONG",TRUE,12,TRUE,2016-09-12,252.75,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",243.75,270.75,249.75,TRUE,267.75,0,0,3
"122",2016-09-19,256,258.3,255.2,255.65,"SBIN","LONG",TRUE,12,TRUE,2016-09-12,252.75,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",243.75,270.75,249.75,TRUE,267.75,0,0,4
"123",2016-09-20,256.4,256.4,253.65,254.45,"SBIN","LONG",TRUE,12,TRUE,2016-09-12,252.75,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",243.75,270.75,249.75,TRUE,267.75,0,0,5
"124",2016-09-21,254.5,256.25,250.65,251.15,"SBIN","LONG",TRUE,12,TRUE,2016-09-12,252.75,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",243.75,270.75,249.75,TRUE,267.75,0,0,6
"125",2016-09-22,257.9,258.45,255.1,257.9,"SBIN","LONG",TRUE,12,TRUE,2016-09-12,252.75,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",243.75,270.75,249.75,TRUE,267.75,0,0,7
"126",2016-09-23,258.8,258.8,253.8,254.55,"SBIN","LONG",TRUE,12,TRUE,2016-09-12,252.75,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",243.75,270.75,249.75,TRUE,267.75,0,0,8
"127",2016-09-26,253.95,254.45,250.65,251.65,"SBIN","LONG",TRUE,12,TRUE,2016-09-12,252.75,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",243.75,270.75,249.75,TRUE,267.75,0,0,9
"128",2016-09-27,253.15,253.9,248.3,249,"SBIN","LONG",TRUE,12,TRUE,2016-09-12,252.75,6000,"Case#1","Case#1",TRUE,2016-09-27,249.75,6000,"TrailingSLP hit",243.75,270.75,249.75,TRUE,267.75,0,0,10
"129",2016-10-05,262,264.9,259.55,260.85,"SBIN","LONG",TRUE,13,TRUE,2016-10-04,259.75,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",250.75,271.75,NA,FALSE,274.75,0,0,1
"130",2016-10-06,261.35,262,255.65,256.8,"SBIN","LONG",TRUE,13,TRUE,2016-10-04,259.75,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",250.75,271.75,NA,FALSE,274.75,0,0,2
"131",2016-10-07,257.25,259.9,255.25,258.7,"SBIN","LONG",TRUE,13,TRUE,2016-10-04,259.75,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",250.75,271.75,NA,FALSE,274.75,0,0,3
"132",2016-10-10,259.35,260.3,256.05,256.6,"SBIN","LONG",TRUE,13,TRUE,2016-10-04,259.75,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",250.75,271.75,NA,FALSE,274.75,0,0,4
"133",2016-10-13,254.95,255.35,245.85,249.65,"SBIN","LONG",TRUE,13,TRUE,2016-10-04,259.75,6000,"Case#1","Case#1",TRUE,2016-10-13,250.75,6000,"SLP hit",250.75,271.75,NA,FALSE,274.75,0,0,5
"134",2016-10-17,253.75,256.45,252,253.2,"SBIN","LONG",TRUE,14,TRUE,2016-10-14,252.1,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",243.1,264.1,NA,FALSE,267.1,0,0,1
"135",2016-10-18,254.9,257.7,253.8,256.9,"SBIN","LONG",TRUE,14,TRUE,2016-10-14,252.1,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",243.1,264.1,NA,FALSE,267.1,0,0,2
"136",2016-10-19,258,258,254.85,255.4,"SBIN","LONG",TRUE,14,TRUE,2016-10-14,252.1,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",243.1,264.1,NA,FALSE,267.1,0,0,3
"137",2016-10-20,255.7,260.9,255.3,260.2,"SBIN","LONG",TRUE,14,TRUE,2016-10-14,252.1,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",243.1,264.1,NA,FALSE,267.1,0,0,4
"138",2016-10-21,259.75,259.75,256.1,258.5,"SBIN","LONG",TRUE,14,TRUE,2016-10-14,252.1,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",243.1,264.1,NA,FALSE,267.1,0,0,5
"139",2016-10-24,259.3,264.9,259.3,262.95,"SBIN","LONG",TRUE,14,TRUE,2016-10-14,252.1,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",243.1,264.1,NA,FALSE,267.1,0,0,6
"140",2016-10-25,264,264.55,260.75,261.45,"SBIN","LONG",TRUE,14,TRUE,2016-10-14,252.1,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",243.1,270.1,249.1,TRUE,267.1,0,0,7
"141",2016-10-26,260.4,264.85,256.8,258.75,"SBIN","LONG",TRUE,14,TRUE,2016-10-14,252.1,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",243.1,270.1,249.1,TRUE,267.1,0,0,8
"142",2016-10-27,258,258.1,254.3,255.4,"SBIN","LONG",TRUE,14,TRUE,2016-10-14,252.1,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",243.1,270.1,249.1,TRUE,267.1,0,0,9
"143",2016-10-28,255.9,258.8,254,258,"SBIN","LONG",TRUE,14,TRUE,2016-10-14,252.1,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",243.1,270.1,249.1,TRUE,267.1,0,0,10
"144",2016-11-01,257,260.9,256.5,258.95,"SBIN","LONG",TRUE,14,TRUE,2016-10-14,252.1,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",243.1,270.1,249.1,TRUE,267.1,0,0,11
"145",2016-11-02,254.1,256,250.55,251.05,"SBIN","LONG",TRUE,14,TRUE,2016-10-14,252.1,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",243.1,270.1,249.1,TRUE,267.1,0,0,12
"146",2016-11-03,251.15,252.8,244.85,245.65,"SBIN","LONG",TRUE,14,TRUE,2016-10-14,252.1,6000,"Case#1","Case#1",TRUE,2016-11-03,249.1,6000,"TrailingSLP hit",243.1,270.1,249.1,TRUE,267.1,0,0,13
"147",2016-11-10,267,284.2,265.25,281.3,"SBIN","LONG",TRUE,15,TRUE,2016-11-09,260,6000,"Case#1","Case#1",TRUE,2016-11-10,275,3000,"Profit Booking",251,272,NA,FALSE,275,0,0,1
"148",2016-11-11,278.75,288.8,270.5,273,"SBIN","LONG",TRUE,15,TRUE,2016-11-09,260,3000,"Case#1","Case#1",FALSE,2016-11-10,275,0,"None",251,278,257,TRUE,290,0,0,2
"149",2016-11-15,275.15,283.45,270.7,278.2,"SBIN","LONG",TRUE,15,TRUE,2016-11-09,260,3000,"Case#1","Case#1",FALSE,2016-11-10,275,0,"None",251,284,263,TRUE,290,0,0,3
"150",2016-11-16,284,284.8,276.15,277.2,"SBIN","LONG",TRUE,15,TRUE,2016-11-09,260,3000,"Case#1","Case#1",FALSE,2016-11-10,275,0,"None",251,290,269,TRUE,290,0,0,4
"151",2016-11-17,278,282.2,275.6,277.45,"SBIN","LONG",TRUE,15,TRUE,2016-11-09,260,3000,"Case#1","Case#1",FALSE,2016-11-10,275,0,"None",251,290,269,TRUE,290,0,0,5
"152",2016-11-18,278.15,280,274.85,275.8,"SBIN","LONG",TRUE,15,TRUE,2016-11-09,260,3000,"Case#1","Case#1",FALSE,2016-11-10,275,0,"None",251,290,269,TRUE,290,0,0,6
"153",2016-11-21,277.15,277.6,255.85,257.35,"SBIN","LONG",TRUE,15,TRUE,2016-11-09,260,3000,"Case#1","Case#1",TRUE,2016-11-21,269,3000,"TrailingSLP hit",251,290,269,TRUE,290,0,0,7
"154",2016-11-22,260.8,262.65,251.15,257.35,"SBIN","LONG",TRUE,16,TRUE,2016-11-21,257.35,6000,"Case#1","Case#1",TRUE,2016-11-22,254.35,6000,"TrailingSLP hit",248.35,275.35,254.35,TRUE,272.35,0,0,1
"155",2016-11-23,259.8,260.35,254.75,258.65,"SBIN","LONG",TRUE,17,TRUE,2016-11-22,257.35,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",248.35,275.35,254.35,TRUE,272.35,0,0,1
"156",2016-11-24,257.8,263,254.55,261.75,"SBIN","LONG",TRUE,17,TRUE,2016-11-22,257.35,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",248.35,275.35,254.35,TRUE,272.35,0,0,2
"157",2016-11-25,263.5,264.5,258.35,260.95,"SBIN","LONG",TRUE,17,TRUE,2016-11-22,257.35,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",248.35,275.35,254.35,TRUE,272.35,0,0,3
"158",2016-11-28,253.45,257.75,248,253.55,"SBIN","LONG",TRUE,17,TRUE,2016-11-22,257.35,6000,"Case#1","Case#1",TRUE,2016-11-28,248.35,6000,"SLP hit",248.35,275.35,254.35,TRUE,272.35,0,0,4
"159",2016-12-12,268.9,269.35,262.3,263.65,"SBIN","LONG",TRUE,18,TRUE,2016-12-09,266.65,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",257.65,278.65,NA,FALSE,281.65,0,0,1
"160",2016-12-13,264.9,266.75,261.55,266.15,"SBIN","LONG",TRUE,18,TRUE,2016-12-09,266.65,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",257.65,278.65,NA,FALSE,281.65,0,0,2
"161",2016-12-14,266,266.25,262.3,262.9,"SBIN","LONG",TRUE,18,TRUE,2016-12-09,266.65,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",257.65,278.65,NA,FALSE,281.65,0,0,3
"162",2016-12-15,259.9,267.5,259,265.4,"SBIN","LONG",TRUE,18,TRUE,2016-12-09,266.65,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",257.65,278.65,NA,FALSE,281.65,0,0,4
"163",2016-12-16,266.35,266.35,263.05,264.75,"SBIN","LONG",TRUE,18,TRUE,2016-12-09,266.65,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",257.65,278.65,NA,FALSE,281.65,0,0,5
"164",2016-12-19,263.35,264.5,260.85,261.35,"SBIN","LONG",TRUE,18,TRUE,2016-12-09,266.65,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",257.65,278.65,NA,FALSE,281.65,0,0,6
"165",2016-12-20,261.85,262.9,253.25,254.55,"SBIN","LONG",TRUE,18,TRUE,2016-12-09,266.65,6000,"Case#1","Case#1",TRUE,2016-12-20,257.65,6000,"SLP hit",257.65,278.65,NA,FALSE,281.65,0,0,7
"166",2016-12-21,256.1,258,254.1,255.35,"SBIN","LONG",TRUE,19,TRUE,2016-12-20,254.55,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",245.55,266.55,NA,FALSE,269.55,0,0,1
"167",2016-12-22,254.25,254.25,248.35,249.8,"SBIN","LONG",TRUE,19,TRUE,2016-12-20,254.55,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",245.55,266.55,NA,FALSE,269.55,0,0,2
"168",2016-12-23,249.75,251.8,247.8,249.15,"SBIN","LONG",TRUE,19,TRUE,2016-12-20,254.55,6000,"Case#1","Case#1",FALSE,1950-01-01,0,0,"None",245.55,266.55,NA,FALSE,269.55,0,0,3
"169",2016-12-26,248,248.3,243.6,244.2,"SBIN","LONG",TRUE,19,TRUE,2016-12-20,254.55,6000,"Case#1","Case#1",TRUE,2016-12-26,245.55,6000,"SLP hit",245.55,266.55,NA,FALSE,269.55,0,0,4
